,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type
767,No,Yes,No,No,Yes,2,5,Yes,7,736,493,552,0,58,148.0,11.0,9.0,30,9,7.047619048,No Donor,dev
768,No,Yes,No,No,Yes,1,5,Yes,8,475,403,414,8,24,55.0,15.0,15.0,32,2,11.0,No Donor,train
769,No,No,No,Yes,Yes,1,5,Yes,6,1954,488,533,17,64,128.0,24.0,15.0,31,8,12.8,Donor,train
770,No,No,No,Yes,No,1,3,Yes,6,834,370,417,9,60,72.0,20.0,20.0,37,6,9.0,No Donor,train
771,No,No,No,Yes,Yes,1,6,No,9,2489,875,954,0,33,90.0,25.0,25.0,28,11,18.0,No Donor,dev
772,No,No,No,Yes,Yes,1,3,Yes,4,610,334,357,10,53,97.0,14.0,10.0,33,15,10.77777778,No Donor,train
773,Yes,No,No,No,Yes,1,5,No,3,772,269,309,14,108,315.0,35.0,20.0,29,17,26.25,Donor,dev
774,Yes,No,No,No,Yes,1,4,Yes,6,879,340,436,4,38,37.0,5.0,5.0,30,9,4.111111111,Donor,train
775,No,No,No,Yes,No,1,2,No,6,857,404,422,6,83,218.0,13.0,5.0,21,4,7.785714286,Donor,train
776,Yes,No,No,No,No,1,1,Yes,8,874,338,376,14,43,86.0,13.0,11.0,29,4,7.166666667,Donor,train
777,No,Yes,No,No,Yes,1,4,No,8,779,377,384,11,43,95.0,20.0,20.0,34,15,15.83333333,No Donor,train
778,Yes,No,No,No,Yes,1,2,Yes,2,595,259,240,19,67,105.0,20.0,20.0,37,1,13.125,No Donor,train
779,No,Yes,No,No,Yes,1,5,No,8,1126,591,636,3,34,73.0,10.0,6.0,28,4,6.636363636,Donor,dev
780,Yes,No,No,No,Yes,1,4,Yes,4,780,321,354,14,48,175.0,20.0,15.0,37,9,13.46153846,Donor,train
781,No,No,Yes,No,Yes,1,7,Yes,8,890,448,498,8,47,62.0,10.0,9.0,37,3,6.888888889,Donor,dev
782,No,No,No,Yes,Yes,1,4,Yes,8,4270,498,661,7,38,129.0,14.0,6.0,32,3,11.72727273,No Donor,train
783,No,Yes,No,No,Yes,1,1,Yes,1,441,247,306,22,74,129.0,12.0,9.0,31,14,6.789473684,No Donor,train
784,Yes,No,No,No,Yes,1,5,Yes,8,843,413,442,6,28,61.0,25.0,25.0,34,8,20.33333333,Donor,train
785,No,No,No,Yes,Yes,1,3,No,0,569,77,121,85,47,54.0,21.0,21.0,36,16,13.5,No Donor,train
786,No,No,No,Yes,Yes,1,7,Yes,9,1790,601,630,5,77,150.0,10.0,10.0,29,4,6.0,Donor,train
787,No,No,No,Yes,Yes,1,4,No,6,643,363,423,12,56,68.0,7.0,4.0,28,4,4.533333333,Donor,dev
788,No,No,Yes,No,Yes,1,7,Yes,9,2013,879,938,0,70,206.0,20.0,20.0,31,14,13.73333333,No Donor,train
789,No,No,Yes,No,No,1,1,No,8,643,256,279,21,30,51.0,16.0,4.0,29,10,10.2,No Donor,train
790,No,No,No,Yes,Yes,1,3,No,7,3129,547,580,6,79,212.0,20.0,20.0,36,3,11.15789474,No Donor,train
791,No,No,Yes,No,Yes,1,4,No,0,351,194,284,34,78,210.25,10.0,10.0,33,6,7.008333333,No Donor,train
792,No,No,No,Yes,Yes,1,2,No,4,639,308,313,6,53,107.0,12.0,12.0,31,5,8.916666667,Donor,train
793,No,No,No,Yes,Yes,1,5,No,8,1604,438,431,12,26,35.0,10.0,10.0,31,6,8.75,No Donor,dev
794,Yes,No,No,No,No,1,2,Yes,8,754,275,342,19,24,31.0,6.0,6.0,32,2,5.166666667,Donor,train
795,No,No,Yes,No,Yes,1,4,Yes,3,482,336,323,20,78,193.0,10.0,8.0,32,5,6.892857143,Donor,dev
796,Yes,No,No,No,Yes,1,4,No,8,1707,469,523,5,83,214.0,17.0,17.0,34,3,10.7,Donor,train
797,No,No,Yes,No,Yes,1,4,Yes,8,704,314,398,11,25,43.0,6.0,6.0,31,4,4.777777778,No Donor,train
798,No,No,No,Yes,No,1,2,No,0,931,199,263,20,74,425.0,100.0,100.0,33,20,85.0,No Donor,train
799,No,No,No,Yes,Yes,1,2,No,4,794,355,382,8,71,125.0,10.0,10.0,37,10,6.578947368,Donor,train
800,No,No,Yes,No,No,1,1,Yes,8,370,170,217,39,67,193.0,30.0,11.0,28,8,10.72222222,No Donor,dev
801,No,No,No,Yes,Yes,2,4,Yes,5,665,365,377,7,57,216.0,20.0,10.0,29,4,12.0,Donor,train
802,No,No,No,Yes,Yes,1,7,No,8,2512,638,718,4,37,67.0,9.0,9.0,29,9,6.7,Donor,train
803,No,No,Yes,No,Yes,1,4,No,7,785,460,470,10,73,173.0,20.0,20.0,29,1,10.17647059,No Donor,train
804,Yes,No,No,No,Yes,1,6,Yes,8,608,242,272,19,24,28.0,7.0,6.0,29,6,5.6,Donor,train
805,Yes,No,No,No,No,1,2,Yes,8,778,374,419,13,23,36.0,10.0,10.0,31,1,7.2,No Donor,train
806,Yes,No,No,No,No,1,5,No,8,1579,476,610,3,20,50.0,50.0,50.0,37,5,50.0,Donor,train
807,No,No,No,Yes,Yes,1,4,No,8,1165,475,515,3,36,44.0,10.0,5.0,35,9,5.5,No Donor,dev
808,No,No,No,Yes,No,1,4,No,1,551,248,294,23,77,115.0,9.0,9.0,31,5,2.674418605,Donor,train
809,No,No,No,Yes,No,1,1,Yes,0,944,213,350,14,58,120.0,20.0,15.0,30,6,15.0,No Donor,train
810,Yes,No,No,No,No,1,5,Yes,8,938,455,437,11,28,80.0,25.0,25.0,30,5,20.0,No Donor,dev
811,No,No,No,Yes,Yes,1,3,Yes,8,1488,401,476,11,24,46.0,20.0,16.0,32,5,15.33333333,No Donor,train
812,No,No,Yes,No,Yes,1,7,No,8,1010,325,367,18,16,15.0,15.0,15.0,37,5,15.0,No Donor,train
813,No,No,Yes,No,No,1,1,Yes,8,344,252,338,24,49,60.0,10.0,10.0,30,2,10.0,Donor,train
814,No,No,Yes,No,Yes,1,2,No,7,863,419,484,0,93,234.0,14.0,9.0,21,8,7.548387097,Donor,train
815,No,No,No,Yes,No,1,2,Yes,4,1774,375,424,6,61,161.0,5.0,5.0,31,11,4.6,No Donor,train
816,No,Yes,No,No,Yes,1,7,Yes,0,626,276,331,22,63,137.0,25.0,25.0,29,10,12.45454546,No Donor,train
817,No,No,No,Yes,Yes,1,4,Yes,8,1864,428,460,0,25,47.0,11.0,5.0,30,4,6.714285714,Donor,train
818,No,No,No,Yes,Yes,1,4,Yes,0,933,171,220,41,41,91.0,30.0,30.0,31,9,18.2,Donor,dev
819,Yes,No,No,No,Yes,1,4,No,8,1288,502,525,7,19,25.0,25.0,25.0,36,5,25.0,Donor,train
820,No,No,No,Yes,Yes,1,5,No,8,3695,452,491,13,51,82.0,8.0,7.0,28,37,5.466666667,Donor,dev
821,No,No,Yes,No,Yes,1,4,Yes,5,629,434,472,6,59,84.0,5.0,3.0,30,12,3.652173913,No Donor,train
822,No,No,No,Yes,Yes,1,4,No,8,2994,332,392,25,17,32.0,12.0,12.0,31,1,10.66666667,Donor,train
823,No,No,No,Yes,Yes,1,7,Yes,8,759,352,424,4,17,25.0,25.0,25.0,37,5,25.0,No Donor,train
824,No,No,Yes,No,Yes,1,5,Yes,6,826,424,492,4,61,112.0,21.0,21.0,36,8,10.18181818,No Donor,train
825,No,No,No,Yes,Yes,1,4,No,7,1518,464,562,7,48,88.0,25.0,25.0,31,9,14.66666667,No Donor,train
826,Yes,No,No,No,Yes,1,4,Yes,8,737,337,377,13,37,59.0,10.0,10.0,30,3,7.375,Donor,train
827,No,Yes,No,No,Yes,1,4,Yes,4,452,319,358,5,39,105.0,15.0,7.0,31,2,8.75,No Donor,train
828,No,Yes,No,No,Yes,1,7,No,8,775,348,371,10,22,50.0,25.0,25.0,33,3,25.0,No Donor,train
829,No,No,Yes,No,Yes,1,4,Yes,7,547,202,259,25,68,492.0,60.0,50.0,31,5,44.72727273,Donor,train
830,Yes,No,No,No,Yes,1,6,No,8,1442,479,557,7,51,54.0,14.0,10.0,31,9,7.714285714,No Donor,train
831,No,Yes,No,No,Yes,1,2,Yes,8,1551,357,404,3,28,34.0,6.0,5.0,28,3,4.857142857,Donor,train
832,Yes,No,No,No,Yes,1,2,No,1,526,226,294,41,50,163.0,15.0,15.0,28,10,12.53846154,Donor,train
833,No,No,No,Yes,Yes,1,7,No,8,1867,571,649,8,28,38.0,25.0,25.0,37,9,19.0,No Donor,train
834,No,No,Yes,No,Yes,1,2,No,1,374,317,349,17,71,83.3,10.0,5.0,30,4,4.9,No Donor,dev
835,No,No,No,Yes,Yes,2,7,Yes,8,1198,556,590,6,60,101.0,10.0,10.0,34,6,6.3125,No Donor,train
836,No,No,No,Yes,Yes,1,4,Yes,8,1316,541,575,11,66,108.0,12.0,7.0,31,1,6.0,Donor,train
837,No,No,No,Yes,No,1,2,Yes,5,429,328,360,15,54,80.0,10.0,10.0,32,1,8.0,No Donor,train
838,No,No,No,Yes,Yes,1,3,Yes,8,678,311,341,20,51,70.0,20.0,20.0,37,18,8.75,Donor,dev
839,Yes,No,No,No,No,1,7,No,8,436,220,252,36,17,25.0,25.0,25.0,37,5,25.0,Donor,train
840,No,Yes,No,No,Yes,1,4,Yes,0,209,181,209,48,67,74.0,7.0,7.0,31,9,4.352941177,Donor,dev
841,No,Yes,No,No,No,1,1,No,8,745,438,446,5,54,63.0,12.0,12.0,26,2,9.0,No Donor,dev
842,No,Yes,No,No,Yes,1,3,Yes,4,591,361,403,13,49,55.0,21.0,21.0,37,7,11.0,Donor,train
843,No,Yes,No,No,No,1,5,Yes,8,868,519,511,10,60,162.0,30.0,30.0,31,7,20.25,Donor,train
844,No,No,No,Yes,Yes,1,6,Yes,8,2733,438,616,0,51,84.0,20.0,20.0,30,8,16.8,No Donor,train
845,Yes,No,No,No,Yes,1,4,Yes,3,749,365,389,10,36,65.0,20.0,20.0,35,12,16.25,No Donor,train
846,No,Yes,No,No,Yes,1,4,No,3,335,318,361,7,47,148.0,35.0,35.0,31,7,18.5,No Donor,train
847,Yes,No,No,No,Yes,1,2,No,8,467,292,325,15,27,55.0,6.0,6.0,30,4,5.0,Donor,train
848,No,No,No,Yes,Yes,3,6,Yes,8,2968,590,631,2,74,161.25,15.0,15.0,19,11,5.201612903,No Donor,train
849,No,Yes,No,No,Yes,3,7,No,8,886,436,528,21,53,73.0,5.0,5.0,29,12,4.866666667,Donor,train
850,No,Yes,No,No,Yes,1,7,Yes,8,1592,682,724,3,46,89.0,30.0,19.0,34,11,22.25,Donor,dev
851,Yes,No,No,No,Yes,1,7,No,2,872,396,426,10,44,57.0,16.0,16.0,36,5,9.5,No Donor,train
852,No,No,No,Yes,Yes,1,4,Yes,3,1581,321,369,11,45,76.0,15.0,15.0,32,1,9.5,Donor,train
853,No,No,No,Yes,No,1,2,No,5,2545,423,500,14,71,107.0,11.0,10.0,37,13,6.6875,No Donor,train
854,No,No,No,Yes,Yes,1,3,No,5,1029,376,395,11,46,155.0,30.0,25.0,34,3,17.22222222,No Donor,train
855,No,Yes,No,No,No,1,5,Yes,4,687,350,374,11,44,80.0,16.0,16.0,35,2,11.42857143,No Donor,dev
856,No,No,Yes,No,No,1,3,Yes,8,1180,326,426,11,21,30.0,20.0,20.0,32,5,15.0,No Donor,train
857,No,Yes,No,No,No,1,4,Yes,1,651,220,274,29,64,146.0,7.0,3.0,32,9,5.034482759,No Donor,train
858,Yes,No,No,No,Yes,1,2,No,5,590,292,318,20,71,131.0,20.0,20.0,31,26,11.90909091,No Donor,train
859,Yes,No,No,No,Yes,1,4,Yes,9,1378,515,547,3,60,127.0,11.0,11.0,31,12,7.470588235,No Donor,train
860,No,No,No,Yes,No,1,2,Yes,4,228,273,290,23,52,245.0,20.0,20.0,28,11,14.41176471,Donor,train
861,No,No,No,Yes,Yes,1,4,No,7,2254,495,507,8,78,166.0,21.0,20.0,29,5,9.764705882,Donor,train
862,Yes,No,No,No,No,1,1,No,8,606,224,238,32,21,30.0,10.0,10.0,31,5,10.0,Donor,train
863,No,No,Yes,No,No,1,7,Yes,1,426,200,245,35,66,93.0,12.0,12.0,29,9,7.75,Donor,dev
864,No,No,No,Yes,Yes,1,5,Yes,7,894,381,419,3,69,108.0,16.0,10.0,23,12,10.8,Donor,train
865,No,Yes,No,No,Yes,1,4,Yes,8,853,444,496,10,25,30.0,20.0,20.0,33,9,10.0,No Donor,train
866,Yes,No,No,No,Yes,1,1,Yes,8,641,426,413,22,122,219.0,9.0,7.0,21,5,6.84375,Donor,train
867,No,Yes,No,No,Yes,1,5,Yes,8,519,349,435,9,20,21.0,11.0,5.0,31,6,7.0,No Donor,train
868,No,No,Yes,No,No,1,5,Yes,9,547,247,265,30,53,93.0,8.0,8.0,30,4,6.2,No Donor,dev
869,No,No,No,Yes,Yes,1,4,No,7,808,400,447,2,63,74.0,14.0,14.0,31,5,7.4,Donor,train
870,No,No,No,Yes,No,1,5,No,8,1913,575,682,0,79,286.0,20.0,12.0,31,7,10.21428571,Donor,train
871,No,Yes,No,No,Yes,1,1,No,1,554,349,387,14,66,69.5,8.0,8.0,30,3,4.964285714,Donor,train
872,No,Yes,No,No,Yes,1,4,No,8,847,499,529,1,70,165.0,11.0,5.0,30,4,7.5,No Donor,train
873,No,Yes,No,No,Yes,1,6,No,8,1020,511,552,3,46,103.0,15.0,15.0,19,1,11.44444444,Donor,train
874,Yes,No,No,No,Yes,1,4,Yes,5,501,255,250,29,91,556.0,15.0,10.0,30,7,8.825396825,No Donor,train
875,No,No,No,Yes,Yes,1,5,Yes,7,1261,449,491,8,89,345.0,15.0,13.0,37,8,10.45454546,No Donor,train
876,No,No,No,Yes,Yes,1,2,No,5,1167,412,483,6,47,74.0,5.0,5.0,29,5,3.894736842,No Donor,train
877,No,No,Yes,No,No,1,5,Yes,9,4135,805,880,9,65,82.0,15.0,15.0,37,12,8.2,No Donor,dev
878,Yes,No,No,No,Yes,1,4,Yes,2,317,228,238,29,40,112.0,20.0,10.0,29,8,8.0,Donor,train
879,No,Yes,No,No,Yes,1,4,Yes,4,718,308,332,21,68,159.0,5.0,5.0,30,5,3.613636364,Donor,train
880,No,No,Yes,No,Yes,1,6,Yes,2,1298,798,825,0,61,141.0,9.0,6.0,29,4,6.409090909,Donor,dev
881,No,No,No,Yes,Yes,1,4,Yes,3,942,278,322,24,66,83.0,10.0,10.0,33,11,6.916666667,Donor,train
882,Yes,No,No,No,No,1,2,No,8,330,150,189,50,54,54.0,10.0,9.0,34,6,4.5,No Donor,train
883,No,No,No,Yes,Yes,1,4,Yes,5,2823,643,728,4,51,57.0,15.0,15.0,37,22,11.4,No Donor,dev
884,No,No,No,Yes,Yes,1,2,Yes,1,1001,226,280,30,59,124.0,20.0,14.0,29,9,13.77777778,No Donor,train
885,No,Yes,No,No,Yes,1,5,Yes,9,2218,686,817,2,45,87.0,17.0,15.0,33,7,12.42857143,No Donor,train
886,Yes,No,No,No,No,1,1,Yes,8,680,352,374,9,38,36.0,15.0,15.0,36,13,9.0,No Donor,train
887,No,No,No,Yes,Yes,1,4,Yes,7,2684,408,550,9,57,99.0,26.0,26.0,33,12,16.5,Donor,train
888,No,No,Yes,No,Yes,1,3,Yes,0,337,138,192,57,91,155.0,10.0,5.0,29,4,5.535714286,No Donor,train
889,No,No,No,Yes,Yes,1,4,No,6,1804,373,467,8,77,289.0,30.0,30.0,35,31,19.26666667,No Donor,train
890,No,No,Yes,No,Yes,1,2,Yes,8,394,240,284,19,25,30.0,8.0,8.0,31,6,6.0,No Donor,train
891,No,No,No,Yes,Yes,1,7,Yes,8,4513,338,331,23,74,146.0,20.0,11.0,31,2,9.125,Donor,train
892,Yes,No,No,No,Yes,1,5,No,8,792,354,361,14,53,102.0,24.0,24.0,36,4,11.33333333,Donor,train
893,Yes,No,No,No,Yes,1,4,No,8,2859,649,759,7,27,67.0,25.0,22.0,32,5,22.33333333,No Donor,train
894,No,Yes,No,No,No,1,1,Yes,4,633,338,376,15,57,145.0,9.0,9.0,30,3,6.590909091,Donor,train
895,No,No,No,Yes,Yes,1,5,No,3,607,292,310,24,55,101.0,12.0,12.0,31,8,10.1,No Donor,train
896,Yes,No,No,No,Yes,1,4,No,8,1157,288,473,8,16,23.0,11.0,11.0,28,5,7.666666667,Donor,train
897,No,No,No,Yes,Yes,1,4,Yes,5,793,276,316,21,78,447.0,27.0,20.0,28,3,16.55555556,No Donor,train
898,No,Yes,No,No,No,1,4,No,5,419,351,363,15,86,229.0,12.0,4.0,28,10,6.189189189,Donor,train
899,Yes,No,No,No,Yes,1,4,Yes,8,754,243,345,30,27,37.0,10.0,10.0,29,5,7.4,No Donor,train
900,No,No,No,Yes,No,1,5,No,7,2098,510,523,7,56,73.0,15.0,15.0,37,6,7.3,Donor,train
901,Yes,No,No,No,No,1,5,Yes,9,1227,512,579,4,55,201.0,20.0,15.0,37,24,13.4,Donor,train
902,No,Yes,No,No,Yes,1,4,Yes,8,517,287,327,18,36,140.0,50.0,15.0,37,4,12.72727273,Donor,train
903,No,No,No,Yes,Yes,1,4,No,9,5672,1500,1150,2,35,150.0,50.0,50.0,37,0,50.0,Donor,train
904,Yes,No,No,No,Yes,1,4,No,8,0,0,0,0,27,40.0,10.0,10.0,31,6,10.0,No Donor,train
905,No,No,No,Yes,Yes,1,7,Yes,8,2015,783,787,7,21,26.0,16.0,16.0,37,5,13.0,No Donor,dev
906,No,No,No,Yes,Yes,1,6,No,8,3560,673,711,3,24,51.0,20.0,20.0,34,1,12.75,No Donor,train
907,Yes,No,No,No,Yes,1,4,No,8,1538,647,674,7,21,33.0,8.0,6.0,28,3,6.6,Donor,train
908,No,No,No,Yes,Yes,1,6,No,8,1265,423,459,7,23,30.0,25.0,25.0,33,3,15.0,Donor,train
909,No,No,Yes,No,No,1,1,Yes,8,454,195,251,40,53,60.0,20.0,0.0,26,1,10.0,No Donor,train
910,No,No,Yes,No,Yes,2,6,Yes,8,1012,595,656,1,41,143.0,25.0,25.0,36,3,15.88888889,No Donor,train
911,Yes,No,No,No,Yes,1,4,Yes,8,507,313,336,16,48,63.0,6.0,6.0,29,1,4.5,Donor,dev
912,No,No,Yes,No,Yes,1,4,No,8,1138,575,577,5,24,35.0,11.0,10.0,28,6,8.75,Donor,train
913,No,No,No,Yes,Yes,1,3,Yes,8,565,299,319,12,28,79.0,20.0,20.0,31,2,11.28571429,Donor,train
914,No,No,Yes,No,Yes,1,5,No,8,279,188,234,41,26,45.0,25.0,25.0,37,8,22.5,No Donor,train
915,No,No,Yes,No,Yes,1,5,No,7,728,357,376,10,44,132.0,25.0,25.0,37,9,16.5,Donor,train
916,Yes,No,No,No,Yes,1,3,Yes,2,528,263,279,22,71,110.0,10.0,10.0,36,12,6.875,Donor,train
917,No,Yes,No,No,No,1,2,Yes,2,489,274,304,21,144,1622.0,1000.0,5.0,24,5,23.85294118,Donor,train
918,No,Yes,No,No,Yes,1,4,No,8,721,423,486,6,33,70.0,6.0,6.0,29,3,5.0,No Donor,train
919,No,Yes,No,No,Yes,1,2,No,8,660,353,387,32,24,38.0,11.0,11.0,32,5,9.5,Donor,train
920,Yes,No,No,No,Yes,4,6,No,8,1714,955,944,0,25,29.0,10.0,10.0,31,1,7.25,No Donor,train
921,No,Yes,No,No,No,1,1,No,8,661,280,366,24,42,50.0,7.0,5.0,32,16,5.0,No Donor,train
922,Yes,No,No,No,Yes,1,4,Yes,8,0,0,0,0,25,45.0,10.0,8.0,30,2,6.428571429,Donor,train
923,Yes,No,No,No,Yes,1,5,Yes,8,1485,647,688,4,22,22.0,10.0,7.0,31,4,7.333333333,Donor,train
924,Yes,No,No,No,Yes,1,4,Yes,6,2479,319,401,21,91,186.0,17.0,14.0,18,7,11.625,Donor,dev
925,Yes,No,No,No,Yes,1,3,No,4,717,340,353,10,95,283.0,26.0,15.0,29,3,16.64705882,No Donor,train
926,Yes,No,No,No,Yes,1,5,No,7,849,363,402,4,50,147.0,32.0,25.0,28,5,24.5,No Donor,train
927,No,No,No,Yes,Yes,1,6,Yes,1,1116,275,319,32,47,76.5,5.0,2.0,30,4,2.637931035,Donor,train
928,No,No,Yes,No,Yes,1,3,Yes,7,1330,496,550,0,50,86.0,7.0,5.0,28,3,5.375,Donor,train
929,No,Yes,No,No,Yes,1,2,Yes,6,725,425,470,6,72,114.0,5.0,5.0,29,3,4.222222222,No Donor,train
930,No,No,Yes,No,Yes,1,4,Yes,8,864,451,525,6,26,38.0,10.0,10.0,28,3,7.6,No Donor,train
931,No,No,No,Yes,Yes,1,4,No,5,1424,367,541,17,35,100.0,20.0,20.0,32,14,16.66666667,Donor,train
932,No,Yes,No,No,Yes,1,5,Yes,1,503,258,302,18,62,186.0,15.0,15.0,31,4,10.33333333,No Donor,train
933,Yes,No,No,No,No,1,3,No,5,492,224,286,32,65,119.0,14.0,14.0,31,14,9.916666667,Donor,train
934,No,Yes,No,No,Yes,1,5,Yes,8,994,538,620,0,34,128.0,15.0,14.0,36,5,12.8,No Donor,train
935,No,No,Yes,No,Yes,1,4,No,8,464,391,432,7,101,257.0,17.0,14.0,30,5,11.68181818,Donor,train
936,No,No,Yes,No,Yes,1,4,No,8,598,267,305,25,23,30.0,25.0,25.0,29,8,15.0,No Donor,train
937,Yes,No,No,No,Yes,1,2,No,8,981,263,419,9,66,81.0,7.0,5.0,34,5,4.764705882,Donor,train
938,No,No,No,Yes,No,1,1,No,0,722,163,221,47,63,114.0,20.0,15.0,36,11,12.66666667,No Donor,dev
939,Yes,No,No,No,Yes,1,3,Yes,9,784,512,529,0,44,81.0,20.0,20.0,36,7,13.5,No Donor,train
940,No,No,No,Yes,Yes,1,7,Yes,7,4583,512,627,5,61,302.0,15.0,11.0,31,2,10.06666667,Donor,train
941,No,Yes,No,No,Yes,1,3,Yes,7,746,427,436,13,39,56.0,15.0,15.0,34,9,11.2,No Donor,train
942,No,No,Yes,No,Yes,2,5,No,2,327,269,305,24,74,150.0,10.0,10.0,31,6,6.52173913,No Donor,train
943,No,Yes,No,No,Yes,1,2,No,8,317,262,302,19,29,44.0,12.0,12.0,34,9,11.0,No Donor,dev
944,No,No,Yes,No,No,1,1,Yes,1,504,208,253,31,63,100.0,20.0,15.0,37,9,14.28571429,Donor,train
945,No,No,No,Yes,Yes,1,4,Yes,0,696,297,348,18,65,79.0,8.0,4.0,29,10,4.9375,No Donor,train
946,No,Yes,No,No,Yes,1,2,No,5,873,282,320,15,74,197.0,10.0,5.0,36,10,5.628571429,Donor,train
947,No,Yes,No,No,Yes,1,4,No,8,464,318,357,10,24,31.0,7.0,7.0,31,5,6.2,No Donor,train
948,No,Yes,No,No,Yes,1,2,Yes,8,353,235,263,16,35,47.0,5.0,2.0,30,3,2.764705882,Donor,train
949,No,Yes,No,No,No,1,1,No,8,488,274,304,21,40,37.5,5.0,5.0,30,10,3.125,Donor,train
950,No,Yes,No,No,Yes,1,1,Yes,6,468,406,382,8,65,140.0,20.0,10.0,35,1,11.66666667,No Donor,train
951,No,No,Yes,No,Yes,1,7,Yes,8,774,431,455,5,49,52.0,20.0,20.0,36,2,7.428571429,No Donor,train
952,Yes,No,No,No,No,1,2,No,8,1130,445,503,4,99,124.0,15.0,15.0,37,8,7.294117647,No Donor,train
953,No,Yes,No,No,No,1,2,Yes,0,351,257,285,25,73,164.0,10.0,10.0,31,4,5.655172414,Donor,train
954,No,No,Yes,No,Yes,2,4,Yes,8,667,436,456,4,63,108.0,20.0,16.0,37,28,13.5,Donor,dev
955,No,Yes,No,No,Yes,2,3,Yes,8,1084,527,577,5,24,41.0,16.0,15.0,29,8,13.66666667,Donor,train
956,No,Yes,No,No,Yes,1,2,Yes,5,413,303,291,13,52,136.0,11.0,11.0,31,3,8.0,No Donor,train
957,No,No,No,Yes,Yes,1,5,Yes,8,5017,1034,1009,3,26,42.0,12.0,12.0,30,12,10.5,No Donor,train
958,Yes,No,No,No,Yes,1,2,Yes,8,1222,424,494,9,29,33.0,6.0,3.0,17,4,4.125,Donor,train
959,Yes,No,No,No,Yes,1,4,No,7,1342,463,553,8,47,106.0,15.0,14.0,30,9,10.6,No Donor,train
960,No,No,No,Yes,No,1,2,No,2,608,293,349,19,65,137.02,20.0,20.0,37,6,13.702,No Donor,train
961,No,Yes,No,No,Yes,1,5,No,9,1457,518,565,4,71,95.0,5.0,5.0,17,8,3.653846154,No Donor,train
962,No,No,No,Yes,Yes,1,4,Yes,4,1844,355,453,15,81,129.0,13.0,10.0,31,7,8.0625,No Donor,train
963,No,No,Yes,No,Yes,1,4,No,5,505,333,388,16,51,63.0,15.0,10.0,37,8,9.0,Donor,train
964,No,Yes,No,No,Yes,1,3,No,4,591,334,382,17,53,349.0,25.0,14.0,29,1,10.90625,No Donor,train
965,Yes,No,No,No,Yes,1,4,No,8,782,385,376,0,68,85.0,10.0,10.0,31,5,4.722222222,Donor,train
966,Yes,No,No,No,Yes,2,7,No,8,1613,516,572,9,26,97.0,40.0,32.0,32,5,32.33333333,Donor,train
967,No,No,No,Yes,Yes,1,4,Yes,8,775,224,254,12,32,36.0,10.0,10.0,30,9,6.0,Donor,train
968,No,No,No,Yes,Yes,1,4,Yes,8,4822,663,797,0,41,66.0,9.0,5.0,22,2,5.5,Donor,train
969,No,No,No,Yes,No,1,5,Yes,9,749,355,408,16,54,279.0,25.0,20.0,37,5,11.625,No Donor,dev
970,No,No,No,Yes,Yes,2,5,Yes,6,2016,566,632,0,64,180.0,20.0,15.0,35,2,9.0,No Donor,train
971,No,No,No,Yes,Yes,1,6,Yes,8,3486,614,670,6,27,47.0,17.0,17.0,31,9,15.66666667,No Donor,train
972,Yes,No,No,No,Yes,1,4,No,8,441,333,328,22,31,45.0,20.0,20.0,37,11,11.25,No Donor,train
973,No,No,No,Yes,Yes,1,4,Yes,5,1976,281,297,11,41,179.0,15.0,8.0,31,4,8.95,No Donor,train
974,Yes,No,No,No,Yes,1,1,No,7,698,422,463,4,46,94.0,12.0,12.0,34,6,9.4,Donor,dev
975,No,Yes,No,No,Yes,1,1,Yes,0,248,209,238,36,70,105.0,25.0,25.0,31,15,5.0,Donor,train
976,No,Yes,No,No,No,1,1,Yes,8,692,271,330,15,36,69.0,5.0,3.0,28,3,3.285714286,Donor,dev
977,No,No,No,Yes,Yes,1,5,No,8,1658,328,339,11,22,21.26,11.0,11.0,33,1,7.086666667,No Donor,dev
978,No,No,Yes,No,Yes,1,5,Yes,8,719,442,446,9,56,151.0,12.0,9.0,32,1,8.388888889,No Donor,train
979,No,No,Yes,No,No,1,2,Yes,1,257,217,258,29,56,126.0,7.0,5.0,33,3,5.04,No Donor,train
980,No,No,Yes,No,Yes,1,1,Yes,8,760,390,386,14,80,110.0,5.0,5.0,32,7,4.4,Donor,train
981,No,No,No,Yes,No,1,2,Yes,0,1423,240,212,30,62,77.0,5.0,5.0,31,6,2.138888889,No Donor,train
982,No,Yes,No,No,Yes,1,6,Yes,9,904,495,571,5,87,203.0,5.0,2.0,28,3,3.222222222,Donor,train
983,No,No,No,Yes,Yes,1,2,Yes,8,797,367,396,7,39,53.0,10.0,6.0,30,2,5.888888889,Donor,train
984,Yes,No,No,No,Yes,1,4,No,8,597,459,475,4,23,27.0,10.0,10.0,31,5,6.75,Donor,train
985,No,No,No,Yes,Yes,1,5,Yes,8,1695,839,926,6,37,51.0,16.0,15.0,33,10,12.75,No Donor,train
986,No,No,No,Yes,Yes,1,4,Yes,4,1623,550,564,0,55,172.0,13.0,7.0,31,4,8.190476191,No Donor,dev
987,No,No,Yes,No,Yes,2,5,Yes,9,918,385,431,8,53,65.0,15.0,11.0,30,2,9.285714286,Donor,train
